"created_at","id","id_str","text","truncated","entities:hashtags","entities:symbols","entities:user_mentions:screen_name","entities:user_mentions:name","entities:user_mentions:id","entities:user_mentions:id_str","entities:user_mentions:indices","entities:urls","metadata:iso_language_code","metadata:result_type","source","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","user:id","user:id_str","user:name","user:screen_name","user:location","user:description","user:url","user:entities:description:urls","user:protected","user:followers_count","user:friends_count","user:listed_count","user:created_at","user:favourites_count","user:utc_offset","user:time_zone","user:geo_enabled","user:verified","user:statuses_count","user:lang","user:contributors_enabled","user:is_translator","user:is_translation_enabled","user:profile_background_color","user:profile_background_image_url","user:profile_background_image_url_https","user:profile_background_tile","user:profile_image_url","user:profile_image_url_https","user:profile_link_color","user:profile_sidebar_border_color","user:profile_sidebar_fill_color","user:profile_text_color","user:profile_use_background_image","user:has_extended_profile","user:default_profile","user:default_profile_image","user:following","user:follow_request_sent","user:notifications","user:translator_type","geo","coordinates","place","contributors","retweeted_status:created_at","retweeted_status:id","retweeted_status:id_str","retweeted_status:text","retweeted_status:truncated","retweeted_status:entities:hashtags","retweeted_status:entities:symbols","retweeted_status:entities:user_mentions","retweeted_status:entities:urls:url","retweeted_status:entities:urls:expanded_url","retweeted_status:entities:urls:display_url","retweeted_status:entities:urls:indices","retweeted_status:metadata:iso_language_code","retweeted_status:metadata:result_type","retweeted_status:source","retweeted_status:in_reply_to_status_id","retweeted_status:in_reply_to_status_id_str","retweeted_status:in_reply_to_user_id","retweeted_status:in_reply_to_user_id_str","retweeted_status:in_reply_to_screen_name","retweeted_status:user:id","retweeted_status:user:id_str","retweeted_status:user:name","retweeted_status:user:screen_name","retweeted_status:user:location","retweeted_status:user:description","retweeted_status:user:url","retweeted_status:user:entities:url:urls:url","retweeted_status:user:entities:url:urls:expanded_url","retweeted_status:user:entities:url:urls:display_url","retweeted_status:user:entities:url:urls:indices","retweeted_status:user:entities:description:urls","retweeted_status:user:protected","retweeted_status:user:followers_count","retweeted_status:user:friends_count","retweeted_status:user:listed_count","retweeted_status:user:created_at","retweeted_status:user:favourites_count","retweeted_status:user:utc_offset","retweeted_status:user:time_zone","retweeted_status:user:geo_enabled","retweeted_status:user:verified","retweeted_status:user:statuses_count","retweeted_status:user:lang","retweeted_status:user:contributors_enabled","retweeted_status:user:is_translator","retweeted_status:user:is_translation_enabled","retweeted_status:user:profile_background_color","retweeted_status:user:profile_background_image_url","retweeted_status:user:profile_background_image_url_https","retweeted_status:user:profile_background_tile","retweeted_status:user:profile_image_url","retweeted_status:user:profile_image_url_https","retweeted_status:user:profile_banner_url","retweeted_status:user:profile_link_color","retweeted_status:user:profile_sidebar_border_color","retweeted_status:user:profile_sidebar_fill_color","retweeted_status:user:profile_text_color","retweeted_status:user:profile_use_background_image","retweeted_status:user:has_extended_profile","retweeted_status:user:default_profile","retweeted_status:user:default_profile_image","retweeted_status:user:following","retweeted_status:user:follow_request_sent","retweeted_status:user:notifications","retweeted_status:user:translator_type","retweeted_status:geo","retweeted_status:coordinates","retweeted_status:place:id","retweeted_status:place:url","retweeted_status:place:place_type","retweeted_status:place:name","retweeted_status:place:full_name","retweeted_status:place:country_code","retweeted_status:place:country","retweeted_status:place:contained_within","retweeted_status:place:bounding_box:type","retweeted_status:place:bounding_box:coordinates","retweeted_status:place:attributes","retweeted_status:contributors","retweeted_status:is_quote_status","retweeted_status:retweet_count","retweeted_status:favorite_count","retweeted_status:favorited","retweeted_status:retweeted","retweeted_status:possibly_sensitive","retweeted_status:lang","is_quote_status","retweet_count","favorite_count","favorited","retweeted","lang"
"Mon Apr 01 15:25:16 +0000 2019",1112737700971311105,"1112737700971311105","RT @ImpactImagz: Star light, star bright...don't you wish you were here tonight?  Gress Beach at midnight under a canopy of stars.  #StormH…",FALSE,"()","()","ImpactImagz","Impact Imagz",22552016,"22552016","3","()","en","recent","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",NA,NA,NA,NA,NA,47125648,"47125648","KateW","windsquill","Ottawa, Canada","Retired librarian, fan of Sens, MUFC, curling, classical music, glorious pictures, and rainbows",NA,"()",FALSE,69,166,0,"Sun Jun 14 16:51:36 +0000 2009",25645,NA,NA,FALSE,FALSE,2867,"en",FALSE,FALSE,FALSE,"0099B9","http://abs.twimg.com/images/themes/theme4/bg.gif","https://abs.twimg.com/images/themes/theme4/bg.gif",FALSE,"http://pbs.twimg.com/profile_images/571499351/NorwayBay1_normal.jpg","https://pbs.twimg.com/profile_images/571499351/NorwayBay1_normal.jpg","0099B9","5ED4DC","95E8EC","3C3940",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,"Mon Apr 01 00:08:47 +0000 2019",1112507062410530818,"1112507062410530818","Star light, star bright...don't you wish you were here tonight?  Gress Beach at midnight under a canopy of stars.… https://t.co/JCU8tRfkrk",TRUE,"()","()","()","https://t.co/JCU8tRfkrk","https://twitter.com/i/web/status/1112507062410530818","twitter.com/i/web/status/1…","115","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,22552016,"22552016","Impact Imagz","ImpactImagz","Western Isles, Scotland.","Host, freelance photographer, poet, author; very proud granny; maker of pretty good Brownies, home made bread, and other goodies at Mill View Bed and Breakfast","https://t.co/HcYzRAn1BM","https://t.co/HcYzRAn1BM","http://www.facebook.com/impactimagz","facebook.com/impactimagz","0","()",FALSE,1992,1859,41,"Mon Mar 02 23:24:53 +0000 2009",7521,NA,NA,TRUE,FALSE,6110,"en",FALSE,FALSE,FALSE,"000000","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/965702158070026243/BBZ5LUfw_normal.jpg","https://pbs.twimg.com/profile_images/965702158070026243/BBZ5LUfw_normal.jpg","https://pbs.twimg.com/profile_banners/22552016/1486863608","1B95E0","000000","000000","000000",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,"0af014accd6f6e99","https://api.twitter.com/1.1/geo/id/0af014accd6f6e99.json","admin","Scotland","Scotland, United Kingdom","GB","United Kingdom","()","Polygon","#(#(-7.66085699743185 54.6336309570711) #(-0.740025000483186 54.6336309570711) #(-0.740025000483186 60.8452769694519) #(-7.66085699743185 60.8452769694519))",(),NA,FALSE,24,101,FALSE,FALSE,FALSE,"en",FALSE,24,0,FALSE,FALSE,"en"
"Mon Apr 01 15:25:16 +0000 2019",1112737700619128833,"1112737700619128833","Made breakfast, went to the gym, got 2 assignments &amp; a quiz done and all before noon... amazing what going to bed b… https://t.co/K7dyPGdRZo",TRUE,"()","()",NA,NA,NA,NA,NA,"((url . https://t.co/K7dyPGdRZo) (expanded_url . https://twitter.com/i/web/status/1112737700619128833) (display_url . twitter.com/i/web/status/1…) (indices . #(121 144)))","en","recent","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,472397039,"472397039","Emily Yellin","emilyyuyellz","Probably watching harry potter","New Jersey |UNC Charlotte| North Carolina | & Hella gay but don’t worry it’s not contagious","https://t.co/6MGhVtTRcw","()",FALSE,1131,369,15,"Mon Jan 23 22:20:51 +0000 2012",34864,NA,NA,TRUE,FALSE,24564,"en",FALSE,FALSE,FALSE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",FALSE,"http://pbs.twimg.com/profile_images/1082460770250752005/VgGO0pRt_normal.jpg","https://pbs.twimg.com/profile_images/1082460770250752005/VgGO0pRt_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,FALSE,FALSE,"en"
"Mon Apr 01 15:25:15 +0000 2019",1112737697573986306,"1112737697573986306","RT @koreanthingy: do you miss #KRTRADIOSHOW?

how if we on air this midnight?

help retweet ;)",FALSE,"((text . KRTRADIOSHOW) (indices . #(30 43)))","()","koreanthingy","/krt/ - JUALAN? KE @KRTHINGY AJA",935323801801261056,"935323801801261056","3","()","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,1079272055890038784,"1079272055890038784","Sop","sfkhrnsxx","B U C I N   P W J   O S H","[CA/FA] 80% Fangirl | aku random bgt",NA,"()",FALSE,977,1032,1,"Sun Dec 30 07:04:44 +0000 2018",190,NA,NA,FALSE,FALSE,4834,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/1112225035983314944/-WXAyFCn_normal.jpg","https://pbs.twimg.com/profile_images/1112225035983314944/-WXAyFCn_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,"Mon Apr 01 15:22:57 +0000 2019",1112737119221354496,"1112737119221354496","do you miss #KRTRADIOSHOW?

how if we on air this midnight?

help retweet ;)",FALSE,"((text . KRTRADIOSHOW) (indices . #(12 25)))","()","()",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,935323801801261056,"935323801801261056","/krt/ - JUALAN? KE @KRTHINGY AJA","koreanthingy","","sub @rlthingy | DM dgn /krt/ untuk autopost | RULES LANGGAR = BLOCK : NO OOT : NO WAR : NO ROLEPLAYER : NO PROMOTE BASE : JANGAN JUALAN KECUALI YG PAID PROMOTE","https://t.co/hIfhwf1vxs","https://t.co/hIfhwf1vxs","http://koreanthingy.radiostream321.com","koreanthingy.radiostream321.com","0","()",FALSE,92068,13519,1002,"Tue Nov 28 01:45:46 +0000 2017",93,NA,NA,FALSE,FALSE,383393,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/1075362576496644096/kU9lo03Y_normal.jpg","https://pbs.twimg.com/profile_images/1075362576496644096/kU9lo03Y_normal.jpg","https://pbs.twimg.com/profile_banners/935323801801261056/1539787994","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,"null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,45,0,FALSE,FALSE,NA,"en",FALSE,45,0,FALSE,FALSE,"en"
"Mon Apr 01 15:25:14 +0000 2019",1112737695086698496,"1112737695086698496","RT @koreanthingy: do you miss #KRTRADIOSHOW?

how if we on air this midnight?

help retweet ;)",FALSE,"((text . KRTRADIOSHOW) (indices . #(30 43)))","()","koreanthingy","/krt/ - JUALAN? KE @KRTHINGY AJA",935323801801261056,"935323801801261056","3","()","en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,1667148997,"1667148997","permisii..","bleedongmz","","Ikonic? Mari bermutual",NA,"()",FALSE,133,314,0,"Tue Aug 13 07:38:34 +0000 2013",1542,NA,NA,TRUE,FALSE,6966,"en",FALSE,FALSE,TRUE,"C0DEED","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png",TRUE,"http://pbs.twimg.com/profile_images/1112373731794378754/6r3DyHu0_normal.jpg","https://pbs.twimg.com/profile_images/1112373731794378754/6r3DyHu0_normal.jpg","85C6DE","FFFFFF","DDEEF6","333333",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,"Mon Apr 01 15:22:57 +0000 2019",1112737119221354496,"1112737119221354496","do you miss #KRTRADIOSHOW?

how if we on air this midnight?

help retweet ;)",FALSE,"((text . KRTRADIOSHOW) (indices . #(12 25)))","()","()",NA,NA,NA,NA,"en","recent","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,NA,NA,935323801801261056,"935323801801261056","/krt/ - JUALAN? KE @KRTHINGY AJA","koreanthingy","","sub @rlthingy | DM dgn /krt/ untuk autopost | RULES LANGGAR = BLOCK : NO OOT : NO WAR : NO ROLEPLAYER : NO PROMOTE BASE : JANGAN JUALAN KECUALI YG PAID PROMOTE","https://t.co/hIfhwf1vxs","https://t.co/hIfhwf1vxs","http://koreanthingy.radiostream321.com","koreanthingy.radiostream321.com","0","()",FALSE,92068,13519,1002,"Tue Nov 28 01:45:46 +0000 2017",93,NA,NA,FALSE,FALSE,383393,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/1075362576496644096/kU9lo03Y_normal.jpg","https://pbs.twimg.com/profile_images/1075362576496644096/kU9lo03Y_normal.jpg","https://pbs.twimg.com/profile_banners/935323801801261056/1539787994","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,"null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,45,0,FALSE,FALSE,NA,"en",FALSE,45,0,FALSE,FALSE,"en"
"Mon Apr 01 15:25:12 +0000 2019",1112737686224293889,"1112737686224293889","RT @stephanievasko: The only moments I’ve been getting in time to write about #AI seem to be close to midnight when I’m blasting #Grimes or…",FALSE,"((text . AI) (indices . #(78 81)))","()","stephanievasko","Stephanie Vasko",1273002043,"1273002043","3","()","en","recent","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,1108673193680736256,"1108673193680736256","Charis Brinley","simpcompcrissut","","✌","https://t.co/AU9LwBuP07","()",FALSE,1,10,0,"Thu Mar 21 10:14:22 +0000 2019",56,NA,NA,FALSE,FALSE,39,"en",FALSE,FALSE,FALSE,"F5F8FA",NA,NA,FALSE,"http://pbs.twimg.com/profile_images/1110722542153674753/PRTp5BPh_normal.jpg","https://pbs.twimg.com/profile_images/1110722542153674753/PRTp5BPh_normal.jpg","1DA1F2","C0DEED","DDEEF6","333333",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,NA,NA,"Mon Apr 01 03:56:31 +0000 2019",1112564371111272448,"1112564371111272448","The only moments I’ve been getting in time to write about #AI seem to be close to midnight when I’m blasting… https://t.co/TV5BqCnJiR",TRUE,"((text . AI) (indices . #(58 61)))","()","()","https://t.co/TV5BqCnJiR","https://twitter.com/i/web/status/1112564371111272448","twitter.com/i/web/status/1…","110","en","recent","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",NA,NA,NA,NA,NA,1273002043,"1273002043","Stephanie Vasko","stephanievasko","(Opinions/tweets/etc my own)","Managing Director for MSU's Center for Interdisciplinarity @MSUC4I, #artist & #maker, #machinelearning researcher, #fitness enthusiast, #communitymanager","http://t.co/DcfK5nXhUm","http://t.co/DcfK5nXhUm","http://www.stephanievasko.com","stephanievasko.com","0","()",FALSE,642,745,41,"Sat Mar 16 18:28:31 +0000 2013",3375,NA,NA,FALSE,FALSE,1049,"en",FALSE,FALSE,FALSE,"642D8B","http://abs.twimg.com/images/themes/theme10/bg.gif","https://abs.twimg.com/images/themes/theme10/bg.gif",TRUE,"http://pbs.twimg.com/profile_images/818908097485869056/KRNdPire_normal.jpg","https://pbs.twimg.com/profile_images/818908097485869056/KRNdPire_normal.jpg","https://pbs.twimg.com/profile_banners/1273002043/1422457492","FF0000","65B0DA","7AC3EE","3D1957",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"none",NA,NA,"null","null","null","null","null","null","null","null","null","null","null",NA,FALSE,1,4,FALSE,FALSE,NA,"en",FALSE,1,0,FALSE,FALSE,"en"
